Unnamed: 0,번호,제목,저자,출판사,출판일
,41,Big Data: A Cheerleader for Translational Perioperative Medicine,"Ackland, Gareth L.; Stephens, Robert C. M.","Lippincott, Williams & Wilkins",2016
,42,Big data: the key to energy efficiency in smart buildings,"Moreno, M. V.; Dufour, L.; Skarmeta, A. F.; Jara, A. J.; Genoud, D.; Ladevie, B.; Bezian, J. J.",Springer Science + Business Media,2016
,43,Big Data: Challenges and opportunities for clinical pharmacology,"Flockhart, D.; Bies, R. R.; Gastonguay, M. R.; Schwartz, S. L.",Wiley-Blackwell,2016
,44,Big data-based identification of methylated genes associated with drug resistance and prognosis in ovarian cancer,"Yan, Bingbing; Xiong, Chunqiu; Huang, Feifeng; Zhang, Mingming; Mo, Yan; Bai, Hua",Lippincott Williams and Wilkins,2020
,45,Big data: breaking new ground in airway research,"Greenland, K. B.; Irwin, M. G.",John Wiley & Sons Ltd,2018
,46,'BIG DATA' AND ALEXANDER VON HUMBOLDT'S APPROACH TO SCIENCE,"Grana‐Behrens, Daniel","John Wiley & Sons, Ltd",2021
,47,Big Data: Issues and Challenges Moving Forward,"Kaisler, S.; Armour, F.; Espinosa, J.A.; Money, W.",IEEE,2013
,48,Big Data: The Connected Car shines at Mobile World Congress (and elsewhere),unknown,CHILTON CO.,2014
,49,Big data analytics capability and decision-making: The role of data-driven insight on circular economy performance,"Awan, Usama; Shamim, Saqib; Khan, Zaheer; Zia, Najam Ul; Shariq, Syed Muhammad; Khan, Muhammad Naveed","Elsevier Science B.V., Amsterdam.",2021
,50,"Big data: Finders keepers, losers weepers?","Sax, M.",Springer Science + Business Media,2016
,51,Big data’s role in expanding access to financial services in China,"Kshetri, Nir","Elsevier Science B.V., Amsterdam.",2016
,52,'Big data' in pharmaceutical science: challenges and opportunities,unknown,Future Science,2014
,53,„Big Data“ im Gesundheitsrecht – Ende der „Datensparsamkeit“?,"Ladeur, K. H.",Springer Science + Business Media,2016
,54,Big data-driven fuzzy large-scale group decision making (LSGDM) in circular economy environment,"Xuan, Li","Elsevier Science B.V., Amsterdam.",2022
,55,Big Data-Based Epidemiology of Uveitis and Related Intraocular Inflammation,"Akhter, Mashal; Toy, Brian",Lippincott Williams & Wilkins,2021
,56,Big Data: The Paradigm Shift Needed to Revolutionize Musculoskeletal Clinical Research,"Helfet, D.L.; Hanson, B.P.; De Faoite, D.","EXCERPTA MEDICA, INC.",2014
,57,Big Data: transforming drug development and health policy decision making,"Alemayehu, D.; Berger, M. L.",Springer Science + Business Media,2016
,58,Data-driven innovation: switching the perspective on Big Data,"Trabucchi, Daniel; Buganza, Tommaso",Emerald Group Publishing Limited,2019
,59,``Big Data'' Management and Security Application to Telemetry Data Products,"Kalibjian, J.","San Diego, Calif; International Foundation for Telemetering",2014
,60,"Data-intensive applications, challenges, techniques and technologies: A survey on Big Data","Philip Chen, C. L.; Zhang, C. Y.","Elsevier Science B.V., Amsterdam.",2014
,61,Big data: a big opportunity for the petroleum and petrochemical industry,"Hassani, Hossein; Silva, Emmanuel Sirimal","John Wiley & Sons, Ltd",2018
,62,Big data-based prediction of terrorist attacks,"Meng, Xi; Nie, Lingyu; Song, Jiapeng","Elsevier Science B.V., Amsterdam.",2019
,63,`Big Data': Here to Stay ... But What is it?,"Pang, L.",SOCIETY FOR COMPUTERS AND LAW,2014
,64,Big data: Some statistical issues,"Cox, D.R.; Kartsonaki, Christiana; Keogh, Ruth H.","Elsevier Science B.V., Amsterdam.",2018
,65,"Big Data, Little Data: Scholarship in the Networked World","Calvert, Philip",Emerald Group Publishing Limited,2017
,66,Big Data: Warum Sie noch lange darauf warten sollten,"Springer, G. W.",Springer Science + Business Media,2014
,67,"Big data: techniques and technologies in geoinformatics, edited by Hassan A. Karimi, Boca Raton, FL, CRC Press, 2014, 312 pp., US$129.95 (hardcover), ISBN 13-978-1466586512","Nara, Atsushi",Taylor & Francis,2015
,68,Big Data: A Quick-Start Guide for Learning Practitioners,"Dearborn, J.",A.ST.D,2014
,69,Big Data: An incoming challenge for vehicular ad‐hoc networking,"Bourdy, Emilien; Piamrat, Kandaraj; Herbin, Michel",John Wiley & Sons Ltd,2019
,70,"Big data: a revolution that will transform how we live, work, and think","Armstrong, K.",Taylor & Francis,2014
,71,Big Data: New Tricks for Econometrics,"Varian, H.R.",AMERICAN ECONOMIC ASSOC,2014
,72,"""Big Data"" Analysis: Putting the Data Cart Before the Modelling Horse?","Barr, G. D.; Stewart, T. J.; Kantor, B. S.",John Wiley & Sons Ltd,2018
,73,Big Data…Small Conclusion,"Murthy, Sudish C.","Elsevier Science B.V., Amsterdam",2020
,74,Data analysis in health and big data: A machine learning medical diagnosis model based on patients' complaints,"Silahtaroğlu, Gökhan; Yılmaztürk, Nevin",Taylor & Francis,2021
,75,-BIG DATA- IN RESEARCH ON SOCIAL POLICY,"Cook, T. D.","John Wiley & Sons, Ltd",2014
,76,Big Data: Gaining a Competitive Edge,"Worster, A.; Weirich, T. R.; Andera, F.","John Wiley & Sons, Ltd",2014
,77,Data-driven medicinal chemistry in the era of big data,"Lusher, S. J.; McGuire, R.; van Schaik, R. C.; Nicholson, C. D.; de Vlieg, J.","Elsevier Science B.V., Amsterdam.",2014
,78,`Big data' in pharmaceutical science: challenges and opportunities,unknown,Future Science,2014
,79,Big Data—What Is It and What Use Is It?,"Atkinson, Graham",Lippincott Williams and Wilkins,2014
,80,Big Data: Implications for Financial Managers,"Fanning, K.; Grant, R.","John Wiley & Sons, Ltd",2013
,81,Big data: New tend to sustainable consumption research,"Wang, Zhaohua; Xue, Mengtian; Wang, Yutao; Song, Malin; Li, Shanjun; Daziano, Ricardo A.; Wang, Bo; Ma, Guanhua; Chen, Ke; Li, Xiangtao; Zhang, Bin","Elsevier Science B.V., Amsterdam.",2019
,82,"Big Data: Was ist das? Und was bedeutet es für Wissenschaft, Wirtschaft und Gesellschaft?","Günther, O.",Springer Science + Business Media,2014
,83,Big Data-Driven Marketing: How Machine Learning Outperforms Marketers' Gut-Feeling,"Sundsoy, P.; Bjelland, J.; Iqbal, A.M.; Pentland, A.; de Montjoye, Y.-A.",SPRINGER-VERLAG,2014
,84,Big Data: Progress or a Big Headache?,"Dhawan, A.; Brand, J.C.; Rossi, M.J.; Lubowitz, J.H.",unknown,2018
,85,"Data as an asset: What the oil and gas sector can learn from other industries about ""Big Data""","Perrons, Robert K.; Jensen, Jesse W.","Elsevier Science B.V., Amsterdam.",2015
,86,BIG DATA: HOW TO TARGET YOUR CUSTOMER'S CUSTOMER,"Leininger, J.",Printing Industries of America,2014
,87,Big Data: Its Meaning,"Reed, P.G.",unknown,2018
,88,"""Big Data"" in Vascular Surgery: A Reality not to be Missed But to Use With Caution","Ricco, Jean-Baptiste; Guetarni, Farid; Gargiulo, Mauro","Elsevier Science B.V., Amsterdam",2019
,89,Big Data: Herausforderungen und Potenziale für deutsche Softwareunternehmen,"Fischer, S.",Springer Science + Business Media,2014
,90,Data Intelligence in the Context of Big Data: A Survey,"Hicham M. Safhi, Bouchra Frikh, Badr Hirchoua, Brahim Ouhbi, Ismail Khalil",Rinton Press,2017
,91,Big Data-Oriented PaaS Architecture with Disk-as-a-Resource Capability and Container-Based Virtualization,"Enes, Jonatan; Cacheiro, Javier López; Expósito, Roberto R.; Touriño, Juan",Springer Nature,2018
,92,Big Data-Driven Detection of False Data Injection Attacks in Smart Meters,"Unal, Fatih; Almalaq, Abdulaziz; Ekici, Sami; Glauner, Patrick",IEEE,2021
,93,Big Data: Transforming the Design Philosophy of Future Internet,"Yin, H.; Jiang, Y.; Lin, C.; Luo, Y.; Liu, Y.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2014
,94,Big Data: An Institutional Perspective on Opportunities and Challenges,"Hasnat, Baban",Newfound Press,2018
,95,‘Big data’ in mental health research: current status and emerging possibilities,"Stewart, R.; Davis, K.",Springer Science + Business Media,2016
,96,Big data or small data? A methodological review of sustainable tourism,"Xu, Feifei; Nash, Nicholas; Whitmarsh, Lorraine",Taylor & Francis,2020
,97,Big data: creating the right balance,"Palamuthusingam, Dharmenaan; Reyaldeen, Reza; Nath, Karthik","Elsevier Science B.V., Amsterdam",2019
,98,Big Data: Tutorial and guidelines on information and process fusion for analytics algorithms with MapReduce,"Ramírez-Gallego, Sergio; Fernández, Alberto; García, Salvador; Chen, Min; Herrera, Francisco","Elsevier Science B.V., Amsterdam.",2018
,99,Big data-driven strategic orientation in international marketing,"Akter, Shahriar; Hossain, Md Afnan; Lu, Qiang (Steven); Shams, S.M. Riad",Emerald Group Publishing Limited,2021
,100,Big data-driven scheduling optimization algorithm for Cyber–Physical Systems based on a cloud platform,"Niu, Chao; Wang, Lizhou","Elsevier Science B.V., Amsterdam.",2022
,1,Big data or small data? A methodological review of sustainable tourism,"Xu, Feifei; Nash, Nicholas; Whitmarsh, Lorraine",Taylor & Francis,2020
,2,Big Data—Hot Air or Hot Topic?,"Serrano,  Angel",Information Systems Audit and Control Association,2016
,3,``Big Data'' Has Not Come to Pediatric Anesthesia,"Fisher, D.M.",Lippincott Williams & Wilkins,2014
,4,“Big Data” in Educational Administration: An Application for Predicting School Dropout Risk,Lucy C. Sorensen,University Council for Educational Administration,2019
,5,Big data: Where do I start?,"Ziehler, K.B.",MGMA,2014
,6,"`Big Data' collaboration: Exploring, recording and sharing enterprise knowledge","Sukumar, S.R.; Ferrell, R.K.",IOS Press; 1999,2013
,7,Big Data: A Framework for Research,"Nagle, T.; Sammon, D.",IOS Press,2014
,8,Big data's role in expanding access to financial services in China,"Kshetri, Nir","Elsevier Science B.V., Amsterdam.",2016
,9,Big Data: An Introduction for Librarians,"Hoy, Matthew B.",Taylor & Francis,2014
,10,Big Ideas or Big Data? [President's Message],"Sayed, Ali H.",INSTITUTE OF ELECTRICAL AND ELECTRONIC ENGINEERS,2018
,11,Big Data's Disparate Impact,"Barocas,  Solon; Selbst,  Andrew D.",CALIFORNIA LAW REVIEW INC.,2016
,12,Big data: an information security context,"Constantine, C.","Elsevier Science B.V., Amsterdam.",2014
,13,Big Data's Big Unintended Consequences,"Wigan, M. R.; Clarke, R.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2013
,14,Big Data? More Challenges!,"Qiu, Peihua",Taylor and Francis,2016
,15,"Big Data: A Revolution That Will Transform How We Live, Work, and Think","Naimi, A. I.; Westreich, D. J.",Oxford University Press,2014
,16,Big Data. Big Problem?,"Harrop, Clare; Dallman, Aaron R.; Boyd, Brian A.",John Wiley,2021
,17,Big data: why ignorance is no longer acceptable,"Toozs-Hobson, P.; Toozs-Hobson, N.; Kelley, T.",unknown,2018
,18,Data-Driven Artificial Intelligence for Calibration of Hyperspectral Big Data,"Sagan, Vasit; Maimaitijiang, Maitiniyazi; Paheding, Sidike; Bhadra, Sourav; Gosselin, Nichole; Burnette, Max; Demieville, Jeffrey; Hartling, Sean; LeBauer, David; Newcomb, Maria; Pauli, Duke; Peterson, Kyle T.; Shakoor, Nadia; Stylianou, Abby; Zender, Cha",IEEE; 1999,2022
,19,Big Data: Implications for Health System Pharmacy,"Stokes,  Laura B.; Rogers,  Joseph W.; Hertig,  John B.; Weber,  Robert J.",J B LIPPINCOTT CO,2016
,20,Big Buildings and Big Data: Do Energy Disclosure Policies Impact Energy Use over Time?,"Papadopoulos,  Sokratis; Kontokosta,  Constantine E.",ASCE,2017
,21,Data-Enabled Digestive Medicine: A New Big Data Analytics Platform,"Yan, Lu; Huang, Weihong; Wang, Liming; Feng, Song; Peng, Yonghong; Peng, Jie",IEEE,2021
,22,‘Big data’ or ‘big knowledge’? Brazilian genomics and the process of academic marketization,"Bicudo, Edison",CAMBRIDGE UNIVERSITY PRESS,2018
,23,A big data-centric architecture metamodel for Industry 4.0,"López Martínez, Patricia; Dintén, Ricardo; Drake, José María; Zorrilla, Marta","Elsevier Science B.V., Amsterdam.",2021
,24,The big data-business strategy interconnection: a grand challenge for knowledge management. A review and future perspectives,"Ciampi, Francesco; Marzi, Giacomo; Demi, Stefano; Faraoni, Monica",Emerald Group Publishing limited,2020
,25,Prescription Data in Australia: How Useful is this 'Big' Data?,"Kim, H; Calcino, L; Calcino, G","Elsevier Science B.V., Amsterdam",2016
,26,"Humanizing Big Data: Marketing at the Meeting of Data, Social Science and Consumer Insight C. Strong, 2015 London, Kogan Page 224 pp., 19.99 ISBN 978-0-749-47211-5","Dietz, S.",John Wiley & Sons Ltd,2018
,27,"Biomedical Big Data: New Models of Control Over Access, Use and Governance","Vayena, E.; Blasimme, A.",Springer Science + Business Media,2017
,28,"Bridging ""Big Data"" and Mechanistic Insight To Enable Precision Medicine","Douglass, Eugene F.","John Wiley & Sons, Ltd",2020
,29,Smart-Evac: Big Data-Based Decision Making for Emergency Evacuation,"Moulik, S.; Misra, S.; Obaidat, M. S.",IEEE,2015
,30,The Big Picture for Big Data: Visualization,"Shneiderman, B.",AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,2014
,31,Manufacturing Data: Big changes on the factory floor,"Dejesus, E. X.",MCGRAW-HILL DATA SERVICES,1995
,32,Energy big data: A survey,"Jiang,  Hui; Wang,  Kun; Wang,  Yihui; Gao,  Min; Zhang,  Yan",IEEE,2016
,33,AScale: Big/Small Data ETL and Real-Time Data Freshness,"Martins,  Pedro; Abbasi,  Maryam; Furtado,  Pedro",Springer,2016
,34,"HANDLING `BIG DATA' FROM VIDEO STREAMS Professor Plamen Angelov, Chair in Intelligent Systems at Lancaster University and Director of EntelSenSys, discusses patented new technology for predicting and updating the position of targets in video streams",unknown,unknown,2014
,35,"COVID-19, Big Data: how it will change the way we practice Medicine ","Pasipoularides, A",Oxford University Press,2021
,36,Rethinking 'big data' as visual knowledge: the sublime and the diagrammatic in data visualisation,"McCosker, Anthony; Wilken, Rowan",Taylor & Francis,2014
,37,Clouding Big Data: Information Privacy Considerations,"Gathegi, J.N.",Springer Science and Business Media,2014
,38,A Data-Driven Axes Creation Model for Correlation Measurement on Big Data Analytics,"Nakanishi,  Takafumi",IOS Press,2014
,39,Healthcare's ``Big Data'' Challenge,"Adler-Milstein, J.; Jha, A.K.","MWC MEDICAL WORLD COMMUNNICATIONS, INC",2013
,40,Geospatial Big Data: New Paradigm of Remote Sensing Applications,"Deng, Xingdong",IEEE,2019
,41,A Data-Driven Framework for Business Analytics in the Context of Big Data,"Lu, Jing",Springer,2018
,42,Utilizing ``Big Data'' Modeling for Evaluating Potential Jurors,unknown,Connexion International Media,2014
,43,The 'big data' myth and the pitfalls of 'thick data' opportunism: on the need for a different ontology of markets and consumption,"Thompson, Craig J.",Taylor & Francis,2019
,44,Integrating Big Data: A Semantic Extract-Transform-Load Framework,"Bansal, S. K.; Kagemann, S.",IEEE INSTITUTE OF ELECTRICAL AND ELECTRONICS,2015
,45,"Integrating Big Data: Simulation, Predictive Analytics, Real Time Monitoring, and Data Warehousing in a Single Cloud Application","Mounir, N.; Guo, Y.; Panchal, Y.; Mohamed, I. M.; Abou-Sayed, A.; Abou-Sayed, O.",Offshore Technology Conference,2018
,46,Rethinking data‐driven decision support in flood risk management for a big data age,"Towe, Ross; Dean, Graham; Edwards, Liz; Nundloll, Vatsala; Blair, Gordon; Lamb, Rob; Hankin, Barry; Manson, Susan",John Wiley & Sons Ltd,2020
,47,From 'big data' to 'smart data': algorithm for cross-evaluation as a novel method for large-scale survey analysis,"Kantoci, Darko; Džanić, Emir; Bogers, Marcel",Inderscience,2018
,48,A ''big data'' approach to HIV epidemiology and prevention,"Young, S. D.","Elsevier Science B.V., Amsterdam",2015
,49,A big data state of mind: Epistemological challenges to accountability and transparency in data-driven regulation,"Kempeneer, Shirley","Elsevier Science B.V., Amsterdam.",2021
,50,Rethinking ‘big data’ as visual knowledge: the sublime and the diagrammatic in data visualisation,"McCosker, Anthony; Wilken, Rowan",Taylor & Francis,2014
,51,Forget 'Big Data ' Beware 'Little Data',"Dumenco, Simon","Crain Communications, Inc.",2014
,52,Got Big Data?,"Hauptman, P. J.","Elsevier Science B.V., Amsterdam",2016
,53,"Book Review-Big Data: How It Affects Opportunity, Social Strategy, and Growth","Cowie, K. A.",Wiley,2015
,54,The -Big Data- challenge: amplify your content using video and maximise your impact,"Murphy, D. G.; Everaerts, W.; Loeb, S.",Blackwell Publishing Ltd,2014
,55,"Beyond Big Data: Surveillance, Metadata and Technology-Enabled Intelligence Opportunities in Counter-Terrorism","Wells,  David",IOS Press.,2016
,56,"Finance Big Data: Management, Analysis, and Applications","Sun, Yunchuan; Shi, Yufeng; Zhang, Zhengjun",ME Sharpe,2019
,57,Educational big data: extracting meaning from data for smart education,"Chen, Nian-Shing; Yin, Chengjiu; Isaias, Pedro; Psotka, Joseph",Taylor and Francis,2020
,58,Analyzing Big Data: Social Choice and Measurement,"Patty, J.W.; Penn, E.M.",American Political Science Association,2015
,59,Regulating big data. The guidelines of the Council of Europe in the context of the European data protection framework,"Mantelero, Alessandro","Elsevier Science B.V., Amsterdam",2017
,60,"Leveraging ""big data"" in respiratory medicine – data science, causal inference, and precision medicine","Raita, Yoshihiko; Camargo, Carlos A.; Liang, Liming; Hasegawa, Kohei",Informa Healthcare,2021
,61,Exploring Big Data: The Next Big Thing in Innovation,unknown,INDUSTRIAL RESEARCH INSTITUTE INC,2013
,62,A Big Data-based Workers Behavior Observation in China Metro Construction,"Guo, Shengyu; Luo, Hanbin; Yong, Li","Elsevier Science B.V., Amsterdam",2015
,63,Maximum Data-Resolution Efficiency for Fog-Computing Supported Spatial Big Data Processing in Disaster Scenarios,unknown,"THE IEEE, INC.",2019
,64,Mobile Big Data: The Fuel for Data-Driven Wireless,"Cheng, X.; Fang, L.; Yang, L.; Cui, S.",IEEE,2017
,65,Using 'Big Data' for analytics and decision support,"Power, Daniel J.",Taylor & Francis,2014
,66,Using ``Big Data'' to Optimally Model Hydrology and Water Quality across Expansive Regions,"Roehl, E.A.; Cook, J.B.; Conrads, P.A.","Reston, Va.; American Society of Civil Engineers",2009
,67,"Open Data: Can It Prevent Research Fraud, Promote Reproducibility, and Enable Big Data Analytics In Clinical Research?","Myers, P. O.","Elsevier Science B.V., Amsterdam.",2015
,68,A Big Data-Driven Model for the Optimization of Healthcare Processes,"Koufi,  Vassiliki; Malamateniou,  Flora; Vassilacopoulos,  George",IOS Press,2015
,69,Taming big data: Applying the experimental method to naturalistic data sets,Eyal Sagi,PSYCHONOMIC SOCIETY PUBLICATIONS,2019
,70,Taming Big Data: An Information Extraction Strategy for Large Clinical Text Corpora,"Gundlapalli,  Adi V.; Divita,  Guy; Carter,  Marjorie E.; Redd,  Andrew; Samore,  Matthew H.; Gupta,  Kalpana; Trautner,  Barbara",IOS Press,2015
,71,Using ‘big data’ to validate claims made in the pharmaceutical approval process,"Wasser, Thomas; Haynes, Kevin; Barron, John; Cziraky, Mark",Informa Healthcare,2015
,72,"Coastal 'Big Data' and nature-inspired computation: Prediction potentials, uncertainties, and knowledge derivation of neural networks for an algal metric","Millie, D. F.; Weckman, G. R.; Young, W. A.; Ivey, J. E.; Fries, D. P.; Ardjmand, E.; Fahnenstiel, G. L.","Elsevier Science B.V., Amsterdam",2013
,73,"Using ""big data"" to guide implementation of a web and mobile adaptive learning platform for medical students","Menon, Ashwin; Gaglani, Shiv; Haynes, M. Ryan; Tackett, Sean",Informa Healthcare,2017
,74,"Integrating ""big data"" into aquatic ecology: challenges and opportunities",unknown,John Wiley & Co Ltd,2017
,75,Novel Big Data-supported dynamic toll charging system: Impact assessment on Portugal's shadow-toll highways,"Figueiras, Paulo; Gonçalves, Diogo; Costa, Ruben; Guerreiro, Guilherme; Georgakis, Panos; Jardim-Gonçalves, Ricardo","Elsevier Science B.V., Amsterdam.",2019
,76,Editorial: -Big data- and data sharing,"Hand, D. J.",Wiley-Blackwell,2016
,77,Feedback Big Data-Based Lie Robot,"Zhu,  D.",WORLD SCIENTIFIC PUBLISHING CO PTE LTD,2018
,78,a ``big data'' study to quantify the relationship between BMI and different cancers,"Bhaskaran, K.",SIMON BREED,2015
,79,A big data-driven dynamic estimation model of relief supplies demand in urban flood disaster,"Lin, Anqi; Wu, Hao; Liang, Guanghua; Cardenas-Tristan, Abraham; Wu, Xia; Zhao, Chong; Li, Dan","Elsevier Science B.V., Amsterdam",2020
,80,"Humanizing Big Data: Marketing at the Meeting of Data, Social Science and Consumer InsightC.Strong, 2015London, Kogan Page224 pp., £19.99 ISBN 978‐0‐749‐47211‐5","Dietz, Sebastian",John Wiley & Sons Ltd,2018
,81,NEUROPATHOLOGY BIG DATA: IT'S ALL VCID,"Kapasi, Alifiya; Schneider, Julie A.",ELSEVIER SCIENCE B.V. AMSTERDAM,2019
,82,"Turning Big Data Into Tiny Data: Constant-Size Coresets for k-Means, PCA, and Projective Clustering","Feldman, Dan; Schmidt, Melanie; Sohler, Christian",SIAM SOCIETY FOR INDUSTRIAL AND APPLIED,2020
,83,"Digitisation, ‘Big Data’ and the transformation of accounting information","Bhimani, Alnoor; Willcocks, Leslie",Taylor & Francis,2014
,84,Bigger data for big data: From Twitter to brain-computer interfaces,"Roesch, E.B.; Stahl, F.; Gaber, M.M.",CAMBRIDGE UNIVERSITY PRESS,2014
,85,Taming Big Data: Implementation of a Clinical Use-Case Driven Architecture,"Mayo, C.; Kessler, M. L.; Feng, M.; Weyburn, G.; El Naqa, I.; Eisbruch, A.; Matuszak, M. M.; McShan, D.; Moran, J. M.; Anderson, C. J.","Elsevier Science B.V., Amsterdam.",2016
,86,Real Big Data: How We Know Who We Know in Youth Work,"Fink, Alexander; Brito, Marisol",Taylor & Francis,2021
,87,A big data-driven framework for sustainable and smart additive manufacturing,"Majeed, Arfan; Zhang, Yingfeng; Ren, Shan; Lv, Jingxiang; Peng, Tao; Waqar, Saad; Yin, Enhuai","Elsevier Science B.V., Amsterdam.",2021
,88,Technology Big Data: In Search of Benefits Making insights actionable is key,unknown,MACLEAN HUNTER MEDIA,2016
,89,Wireless big data: transforming heterogeneous networks to smart networks,"Huang, Y.; Tan, J.; Liang, Y. C.",Springer Science + Business Media,2017
,90,A Big Data-Enabled Consolidated Framework for Energy Efficient Software Defined Data Centers in IoT Setups,unknown,IEEE,2020
,91,Scholarly Big Data: Information Extraction and Data Mining,"Giles, C.L.","New York, New York; Association for Computing Machinery",2013
,92,"A 'big data' approach to global freshwater mussel diversity (Bivalvia: Unionoida), with an updated checklist of genera and species","Graf, Daniel L; Cummings, Kevin S",Oxford University Press,2021
,93,Redefining Big Data-interview with Bill Inmon,"Ericson, J.",THOMSON MEDIA,2006
,94,Teaching 'big data' analysis to young immunologists,"Schultze, J. L.",Nature Publishing Group,2015
,95,Does Big Data–Embedded New Product Development Influence Project Success?,"Wang, Yufan; Zhang, Haili; Song, Michael",INDUSTRIAL RESEARCH INSTITUTE INC,2020
,96,How `Big Data' Is Different,"Davenport, T.H.; Barth, P.; Bean, R.",SLOAN MANAGEMENT REVIEW ASSOCIATION,2012
,97,Is ''Big Data'' creepy?,"Cumbley, R.; Church, P.","Elsevier Science B.V., Amsterdam.",2013
,98,Solving Big Data: Distributing Computation Among Smart Devices,"Preden,  Jurgo; Pahtma,  Raido; Tomson,  Timo; Motus,  Leo",IOS Press,2014
,99,Handling big data: research challenges and future directions,"Anagnostopoulos, I.; Zeadally, S.; Exposito, E.",Springer Science + Business Media,2016
,100,"Using big data for co-innovation processes: Mapping the field of data-driven innovation, proposing theoretical developments and providing a research agenda","Bresciani, Stefano; Ciampi, Francesco; Meli, Francesco; Ferraris, Alberto","Elsevier Science B.V., Amsterdam.",2021
